MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Years Since Remodel
20,RL,92.0,10573.0,None,3,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1961.0,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3,3,1,3,1312.0,1,0.0,141.0,1453.0,GasA,5,1,SBrkr,1453.0,0.0,0,1453.0,1.0,0.0,2,0,3,1,3,6,8,1,3,Attchd,1961.0,2,2.0,530.0,3,3,2,0,49,0,0,0,0,0,GdPrv,None,0,4,2009,WD,Normal,187500,48.0,48
20,RL,73.0,9500.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1963.0,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,3,3,CBlock,4,3,1,4,609.0,1,0.0,785.0,1394.0,GasA,4,1,SBrkr,1394.0,0.0,0,1394.0,1.0,0.0,1,1,3,1,3,6,8,2,4,Attchd,1963.0,2,2.0,514.0,3,3,2,0,76,0,0,0,0,0,None,None,0,7,2009,WD,Normal,159000,46.0,46
20,RL,80.0,14695.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1966.0,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,1387.0,1,0.0,175.0,1562.0,GasA,4,1,SBrkr,1567.0,0.0,0,1567.0,1.0,0.0,2,0,2,1,4,5,8,2,4,Attchd,1966.0,1,2.0,542.0,3,3,2,0,110,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,256000,43.0,1
60,RL,85.0,13600.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,2Story,7,6,1965.0,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,3,CBlock,3,3,1,4,454.0,1,0.0,314.0,768.0,GasA,3,1,SBrkr,1186.0,800.0,0,1986.0,0.0,0.0,2,1,3,1,3,7,8,3,2,Attchd,1965.0,1,2.0,486.0,3,3,2,0,42,0,0,0,0,0,None,None,0,10,2009,WD,Normal,205000,44.0,19
60,RL,100.0,13000.0,None,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,2Story,6,6,1968.0,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,406.875,3,4,CBlock,4,3,1,3,448.0,1,0.0,448.0,896.0,GasA,3,1,SBrkr,1182.0,960.0,0,2142.0,0.0,0.0,2,1,4,1,4,8,8,1,4,Attchd,1968.0,3,1.0,509.0,3,3,2,0,72,0,0,0,0,0,None,None,0,6,2009,WD,Normal,193500,41.0,41
20,RL,110.0,13560.0,None,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1968.0,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2,2,1,1,0.0,1,0.0,1392.0,1392.0,GasA,4,1,SBrkr,1392.0,0.0,0,1392.0,1.0,0.0,1,0,2,1,3,5,3,2,3,Attchd,1968.0,2,2.0,576.0,3,3,2,0,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,110000,41.0,41
50,RL,73.0,12513.0,None,3,Lvl,FR2,3,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920.0,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,2,1,1,0.0,1,0.0,715.0,715.0,GasA,4,1,SBrkr,1281.0,457.0,0,1738.0,0.0,0.0,2,0,4,1,3,7,8,1,4,Attchd,1920.0,1,1.0,368.0,3,3,2,55,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,104900,89.0,2
20,RL,73.0,8760.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956.0,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,4,3,CBlock,3,3,1,5,856.0,1,0.0,313.0,1169.0,GasA,3,1,SBrkr,1144.0,0.0,0,1144.0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1956.0,2,1.0,286.0,3,3,2,257,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,150000,53.0,53
20,RL,70.0,8400.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1957.0,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,5,189.0,3,0.0,628.0,1478.0,GasA,4,1,SBrkr,1478.0,0.0,0,1478.0,1.0,0.0,1,1,3,1,3,6,8,2,4,Attchd,1957.0,2,2.0,442.0,3,3,2,114,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,156500,52.0,52
20,RL,73.0,12285.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1960.0,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,3,1,4,544.0,1,0.0,785.0,1329.0,GasA,4,1,SBrkr,1329.0,0.0,0,1329.0,0.0,0.0,1,1,3,1,3,5,8,2,4,Attchd,1960.0,1,2.0,441.0,3,3,2,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,176000,49.0,49
20,RL,66.0,9240.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1959.0,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,3,CBlock,3,3,1,5,708.0,1,0.0,280.0,988.0,GasA,3,1,SBrkr,988.0,0.0,0,988.0,1.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,1959.0,1,1.0,297.0,3,3,2,156,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,149500,50.0,11
20,RL,80.0,9600.0,None,4,Lvl,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958.0,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,3,3,CBlock,3,3,1,3,620.0,2,0.0,0.0,1240.0,GasA,4,1,SBrkr,1632.0,0.0,0,1632.0,1.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,1958.0,2,1.0,338.0,3,3,2,289,0,0,0,0,0,0,MnPrv,None,0,4,2009,WD,Normal,139000,51.0,21
20,RL,66.0,12400.0,None,3,Lvl,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958.0,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,1,3,585.0,1,0.0,630.0,1215.0,GasA,3,1,FuseA,1215.0,0.0,0,1215.0,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1958.0,1,1.0,297.0,3,3,2,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,155000,51.0,11
20,RL,70.0,8750.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956.0,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,3,435.0,4,0.0,565.0,1202.0,GasA,3,1,SBrkr,1202.0,0.0,0,1202.0,0.0,1.0,1,0,3,1,3,6,8,0,0,Attchd,1956.0,2,1.0,304.0,3,3,2,0,35,0,0,0,0,0,GdWo,None,0,11,2009,COD,Abnorml,120000,53.0,53
20,RL,70.0,8750.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1955.0,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,3,172.0,2,0.0,727.0,1382.0,GasA,4,1,FuseA,1382.0,0.0,0,1382.0,0.0,1.0,1,0,3,1,4,6,8,0,0,Attchd,1955.0,1,1.0,350.0,3,3,2,280,0,0,0,0,0,0,GdWo,None,0,7,2009,WD,Normal,153000,54.0,54
20,RL,80.0,10400.0,None,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1956.0,1956,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,3,155.0,2,0.0,295.0,1200.0,GasA,3,1,SBrkr,1200.0,0.0,0,1200.0,1.0,0.0,1,0,3,1,3,6,8,2,4,Attchd,1956.0,1,1.0,294.0,3,3,2,0,175,0,0,0,0,0,None,None,0,11,2009,WD,Family,144000,53.0,53
80,RL,110.0,17727.75,None,4,Lvl,Corner,3,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962.0,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,3,3,CBlock,3,3,4,3,672.0,5,0.0,0.0,1362.0,GasA,3,1,SBrkr,1382.0,0.0,0,1382.0,1.0,0.0,1,0,3,1,3,6,8,1,3,Attchd,1991.0,1,2.0,884.0,3,3,2,0,0,0,0,0,0,0,GdWo,None,0,5,2009,WD,Normal,176000,47.0,47
20,RL,74.0,8532.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1954.0,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,406.875,3,3,CBlock,3,3,1,3,1213.0,1,0.0,84.0,1297.0,GasA,4,1,SBrkr,1297.0,0.0,0,1297.0,0.0,1.0,1,0,3,1,3,5,8,1,3,Attchd,1954.0,3,2.0,498.0,3,3,2,0,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,153000,55.0,19
90,RL,76.0,9482.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,4,1958.0,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,406.875,3,3,PConc,3,3,1,1,0.0,1,0.0,1675.875,1866.0,GasA,5,1,SBrkr,1866.0,0.0,0,1866.0,0.0,0.0,2,0,4,2,3,8,8,0,0,Detchd,1958.0,1,2.0,495.0,3,2,2,0,0,0,0,0,0,0,None,None,0,12,2009,WD,Normal,135000,51.0,51
20,RL,53.0,8128.0,None,3,Lvl,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1954.0,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,3,3,CBlock,3,3,1,5,490.0,1,0.0,572.0,1062.0,GasA,4,1,SBrkr,1062.0,0.0,0,1062.0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1954.0,1,1.0,297.0,3,3,2,0,0,0,0,0,0,0,None,None,0,2,2009,WD,Normal,131000,55.0,55
20,RL,79.0,10634.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1953.0,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,1,4,428.0,2,0.0,0.0,608.0,GasA,3,1,SBrkr,1319.0,0.0,0,1319.0,1.0,0.0,1,0,3,1,3,5,6,0,0,Attchd,1953.0,1,1.0,270.0,3,3,2,66,0,0,0,0,0,0,GdWo,None,0,11,2009,WD,Normal,123000,56.0,56
20,RL,67.0,13070.0,None,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1951.0,1951,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,308.0,1,0.0,323.0,631.0,GasA,3,1,FuseA,1112.0,0.0,0,1112.0,0.0,0.0,1,0,2,1,3,5,8,0,0,Basment,1951.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,126000,58.0,58
20,RL,60.0,10434.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1955.0,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1005.0,1005.0,GasA,3,1,SBrkr,1005.0,0.0,0,1005.0,0.0,0.0,1,0,2,1,2,5,8,1,3,Detchd,1977.0,1,2.0,672.0,2,2,2,0,0,0,0,0,0,0,None,None,0,11,2009,WD,Normal,115000,54.0,54
20,RL,75.0,14559.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951.0,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,3,CBlock,3,3,1,4,650.0,3,0.0,178.0,1008.0,GasA,5,1,SBrkr,1363.0,0.0,0,1363.0,1.0,0.0,1,0,2,1,3,6,7,2,3,CarPort,1951.0,1,1.0,288.0,3,3,2,324,42,0,0,0,0,0,None,Shed,0,6,2009,WD,Normal,164900,58.0,9
30,RL,80.0,8480.0,None,4,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1945.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,700.0,1,0.0,93.0,793.0,GasA,3,1,SBrkr,793.0,0.0,0,793.0,1.0,0.0,1,0,2,1,2,4,8,0,0,Detchd,1945.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,113000,64.0,59
20,RL,60.0,7626.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,8,1952.0,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,1,6,931.0,1,0.0,100.0,1031.0,GasA,4,1,SBrkr,1031.0,0.0,0,1031.0,1.0,0.0,1,0,2,1,4,5,8,0,0,Attchd,1952.0,1,1.0,230.0,3,3,2,0,0,0,0,0,0,0,MnPrv,None,0,3,2009,WD,Normal,145500,57.0,4
20,RL,75.0,9533.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1953.0,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,140.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,30.25,GasA,3,1,FuseA,1210.0,0.0,0,1210.0,0.0,0.0,1,1,2,1,3,7,8,0,0,Attchd,1953.0,3,1.0,616.0,3,3,2,208,0,0,0,0,0,0,MnPrv,None,0,8,2009,ConLD,Normal,102900,56.0,56
190,RL,107.0,10615.0,None,3,Bnk,Corner,2,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900.0,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,2,4,440.0,1,0.0,538.0,978.0,GasA,3,1,SBrkr,1014.0,685.0,0,1699.0,1.0,0.0,2,0,3,2,3,7,8,0,0,CarPort,1920.0,1,2.0,420.0,2,2,2,0,74,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,95000,109.0,39
60,RL,78.0,11419.0,None,4,Lvl,Corner,3,NAmes,Artery,Norm,1Fam,2Story,7,7,1948.0,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,2,5,699.0,1,0.0,0.0,699.0,GasA,5,1,FuseA,801.0,726.0,0,1527.0,1.0,0.0,1,1,3,1,3,6,8,1,4,Attchd,1948.0,1,2.0,410.0,3,3,2,0,0,0,0,0,0,0,GdWo,None,0,12,2009,WD,Normal,152500,61.0,10
20,RL,60.0,9600.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1950.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,390.0,1,0.0,810.0,1200.0,GasA,3,1,SBrkr,1200.0,0.0,0,1200.0,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1950.0,3,1.0,246.0,3,3,2,126,0,0,0,0,0,0,GdWo,None,0,8,2009,WD,Normal,129900,59.0,59
20,RL,50.0,8000.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948.0,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,5,680.0,1,0.0,292.0,972.0,GasA,5,1,SBrkr,972.0,0.0,0,972.0,1.0,0.0,1,0,2,1,3,5,8,1,4,Detchd,1948.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,132000,61.0,7
20,RL,53.0,5470.0,None,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1958.0,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,792.0,792.0,GasA,4,1,FuseA,792.0,0.0,0,792.0,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1958.0,1,1.0,366.0,2,3,2,0,90,0,0,0,0,0,None,None,0,8,2009,WD,Normal,99900,51.0,51
50,RL,60.0,10410.0,None,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916.0,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,1,1,0.0,1,0.0,660.0,660.0,GasA,5,1,SBrkr,808.0,704.0,0,1656.0,0.0,0.0,2,1,3,1,3,8,6,0,0,Detchd,1916.0,1,1.0,180.0,2,2,0,0,0,0,0,0,0,0,MnPrv,None,0,8,2009,WD,Normal,135000,93.0,22
60,RL,60.0,10800.0,None,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1939.0,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,5,1,SBrkr,676.0,676.0,0,1352.0,0.0,1.0,2,0,4,1,4,7,8,0,0,Detchd,1939.0,1,2.0,720.0,3,3,2,187,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,149000,70.0,3
70,RL,80.0,8146.0,None,4,Lvl,Corner,3,OldTown,Norm,Norm,1Fam,2Story,4,8,1900.0,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,2,3,1,1,0.0,1,0.0,405.0,405.0,GasA,4,1,SBrkr,717.0,322.0,0,1039.0,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1940.0,1,1.0,281.0,3,3,0,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,114000,109.0,6
30,RL,52.0,9022.0,None,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,8,1924.0,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,1,1,0.0,1,0.0,768.0,768.0,GasA,5,1,SBrkr,792.0,0.0,0,792.0,0.0,0.0,1,0,2,1,4,5,8,0,0,Detchd,1924.0,1,1.0,240.0,2,2,0,316,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,109500,85.0,3
30,RL,60.0,10230.0,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1054.0,1054.0,GasA,5,1,SBrkr,1078.0,0.0,0,1078.0,0.0,0.0,1,0,3,1,5,6,8,0,0,Detchd,1987.0,1,1.0,264.0,3,3,0,0,0,0,0,0,0,0,GdWo,None,0,12,2009,WD,Normal,125000,84.0,59
50,RL,60.0,10410.0,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,1313.0,1313.0,GasA,3,1,SBrkr,1313.0,0.0,0,2377.0,0.0,0.0,2,0,3,1,4,8,6,1,3,Detchd,1954.0,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,142900,94.0,59
70,RL,60.0,7200.0,None,4,Lvl,Corner,3,OldTown,Artery,Norm,1Fam,2Story,7,9,1910.0,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,3,3,1,1,0.0,1,0.0,560.0,560.0,GasA,5,1,SBrkr,930.0,760.0,0,1690.0,0.0,0.0,2,0,4,1,4,5,8,0,0,Detchd,2008.0,1,2.0,624.0,3,3,2,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,156500,99.0,1
30,RL,90.0,5400.0,None,4,Lvl,Inside,3,OldTown,Artery,Norm,1Fam,1Story,2,5,1940.0,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,3,PConc,2,3,1,1,0.0,1,0.0,416.0,416.0,GasA,4,0,FuseA,599.0,0.0,0,599.0,1.0,0.0,1,0,2,1,4,4,8,0,0,None,1940.0,0,0.0,0.0,0,0,0,0,81,0,0,0,0,0,None,None,0,6,2009,WD,Normal,59000,69.0,59
50,RL,90.0,5400.0,None,4,Lvl,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920.0,1950,Gable,CompShg,CBlock,CBlock,None,0.0,2,3,PConc,3,3,1,5,315.0,3,0.0,420.0,840.0,GasA,5,1,SBrkr,840.0,534.0,0,1374.0,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1967.0,3,1.0,338.0,3,3,2,0,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,105000,89.0,59
30,RL,60.0,10800.0,Grvl,4,Lvl,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1920.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,720.0,720.0,GasA,3,0,SBrkr,846.0,0.0,0,846.0,0.0,0.0,1,0,2,1,4,4,8,0,0,Detchd,1980.0,3,2.0,576.0,3,3,0,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,106000,89.0,59
30,RL,60.0,10800.0,Grvl,4,Lvl,Corner,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1890.0,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,630.0,630.0,GasA,3,1,FuseA,725.0,0.0,0,725.0,0.0,0.0,1,1,1,1,3,4,8,0,0,Detchd,1959.0,1,1.0,320.0,3,3,2,0,30,0,0,0,0,0,None,None,0,11,2009,WD,Normal,78500,119.0,11
90,RL,81.0,9671.0,None,4,Lvl,Corner,3,NAmes,Artery,Norm,Duplex,2Story,6,5,1969.0,1969,Gable,CompShg,MetalSd,MetalSd,Stone,406.875,3,3,CBlock,3,3,1,1,0.0,1,0.0,1248.0,1248.0,GasA,3,1,SBrkr,1248.0,1296.0,0,2544.0,0.0,0.0,2,2,6,2,3,12,8,0,0,Attchd,1969.0,2,3.0,907.0,3,3,2,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,190000,40.0,40
20,RL,83.0,10143.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1963.0,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3,3,1,3,384.0,1,0.0,996.0,1380.0,GasA,2,1,SBrkr,1380.0,0.0,0,1380.0,0.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1963.0,1,1.0,364.0,3,3,2,0,0,0,0,0,0,0,GdWo,None,0,6,2009,WD,Normal,154000,46.0,46
20,RL,77.0,11500.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,4,1967.0,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,2,1,4,872.0,3,0.0,108.0,1040.0,GasA,4,1,SBrkr,1040.0,0.0,0,1040.0,1.0,0.0,1,0,3,1,3,6,7,1,1,Attchd,1967.0,2,2.0,480.0,3,3,2,0,0,0,0,0,0,0,MnPrv,None,0,5,2009,WD,Normal,163000,42.0,42
90,RL,91.0,11643.0,None,4,Lvl,Inside,3,NAmes,Artery,Norm,Duplex,2Story,5,5,1969.0,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,1,2,500.0,1,0.0,748.0,1248.0,GasA,3,1,SBrkr,1338.0,1296.0,0,2634.0,1.0,1.0,2,2,6,2,3,12,8,0,0,Detchd,1969.0,1,4.0,960.0,3,3,2,0,0,0,0,0,0,0,None,None,0,8,2009,WD,Normal,200000,40.0,40
20,RL,62.0,8010.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,9,1958.0,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,3,2,6,745.0,1,0.0,206.0,951.0,GasA,4,1,SBrkr,951.0,0.0,0,951.0,1.0,0.0,1,0,2,1,4,6,8,0,0,Detchd,1985.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,None,Shed,0,9,2009,WD,Normal,143500,51.0,2
20,RL,90.0,10454.0,None,3,Lvl,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1957.0,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,3,3,CBlock,3,3,1,3,546.0,1,0.0,559.0,1105.0,GasA,4,1,FuseA,1105.0,0.0,0,1105.0,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1957.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,None,None,0,4,2009,WD,Normal,135000,52.0,52
20,RL,64.0,8712.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957.0,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,860.0,1,0.0,132.0,992.0,GasA,3,1,SBrkr,1306.0,0.0,0,1306.0,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1968.0,1,1.0,756.0,3,3,2,0,0,0,0,0,0,0,None,None,0,5,2009,WD,Normal,153000,52.0,9
20,RL,73.0,17600.0,None,3,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960.0,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,1,4,1270.0,1,0.0,208.0,1478.0,GasA,5,1,FuseA,1478.0,0.0,0,1478.0,1.0,0.0,2,0,3,1,3,6,8,2,4,Attchd,1960.0,1,2.0,498.0,3,3,2,0,40,0,0,0,0,0,None,None,0,12,2009,WD,Normal,157500,49.0,49
20,RL,80.0,9000.0,None,3,HLS,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1958.0,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,4,1,0.0,1,0.0,160.0,160.0,GasA,2,1,SBrkr,1142.0,0.0,0,1142.0,0.0,0.0,1,0,2,1,3,5,8,1,4,Basment,1958.0,2,1.0,384.0,3,3,2,0,28,0,0,0,0,0,None,None,0,4,2009,WD,Normal,113500,51.0,51
40,RL,60.0,12144.0,None,4,Lvl,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1949.0,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375.0,1,0.0,457.0,832.0,GasA,4,1,SBrkr,1036.0,0.0,0,1268.0,0.0,0.0,1,0,3,1,3,6,8,1,4,Attchd,1949.0,1,1.0,288.0,3,3,2,0,28,0,0,0,0,0,None,Othr,0,9,2009,WD,Normal,133000,60.0,59
