House_Index,Actual,Predicted,Residual,Model
444,154300.00000000023,155395.5494488748,-1095.5494488745753,linear regression
445,235500.00000000017,224948.9892684047,10551.010731595481,linear regression
446,155000.00000000012,153715.47130014029,1284.5286998598312,linear regression
447,271899.9999999998,278616.6525506742,-6716.652550674393,linear regression
448,372499.9999999998,333168.7811030229,39331.218896976905,linear regression
449,129799.99999999993,129431.58051718175,368.41948281817895,linear regression
450,134432.00000000003,107623.89957579935,26808.100424200675,linear regression
451,259499.99999999985,256174.47573222875,3325.5242677711067,linear regression
452,97500.0,108503.53077662094,-11003.530776620944,linear regression
453,200624.0000000001,254772.52782958376,-54148.527829583676,linear regression
454,129499.99999999983,127742.36754551766,1757.6324544821691,linear regression
455,194500.0,196938.63589257727,-2438.6358925772656,linear regression
456,382500.00000000006,392282.56529926375,-9782.56529926369,linear regression
457,390000.00000000105,398973.45895159326,-8973.458951592213,linear regression
458,94550.00000000001,78786.97830674601,15763.021693254006,linear regression
459,143500.0000000001,151589.79061177815,-8089.790611778066,linear regression
460,170000.00000000012,166373.2619839568,3626.738016043324,linear regression
461,380999.9999999991,433682.59614608536,-52682.59614608623,linear regression
462,107500.00000000003,82294.60663805815,25205.393361941882,linear regression
463,118500.00000000009,110805.79124719444,7694.208752805644,linear regression
464,168500.0,170861.96905988085,-2361.969059880852,linear regression
465,153999.99999999988,162905.1391314015,-8905.139131401607,linear regression
466,135000.0000000002,130324.22795554067,4675.7720444595325,linear regression
467,187500.0,194410.3821251979,-6910.38212519791,linear regression
468,147000.00000000015,146472.59742149568,527.402578504465,linear regression
469,446261.00000000093,440541.3872917801,5719.61270822084,linear regression
470,63000.00000000006,89145.05173356664,-26145.05173356658,linear regression
471,275000.0000000002,253984.90485697216,21015.09514302801,linear regression
472,250763.99999999988,205159.38956103695,45604.61043896293,linear regression
473,189999.9999999999,198886.31487075877,-8886.314870758855,linear regression
474,224499.99999999985,210724.91472646,13775.085273539851,linear regression
475,188000.00000000012,228365.05743487692,-40365.0574348768,linear regression
476,119500.00000000029,114905.38372368067,4594.616276319619,linear regression
477,181000.00000000006,189231.10574045446,-8231.105740454397,linear regression
478,130499.99999999996,174954.520096394,-44454.520096394044,linear regression
479,73000.00000000003,81994.18599905423,-8994.1859990542,linear regression
480,86999.99999999994,98835.17173272217,-11835.171732722229,linear regression
481,167000.0000000001,177175.36990264183,-10175.369902641745,linear regression
482,112999.99999999993,115991.79646230677,-2991.79646230684,linear regression
483,85500.00000000006,89102.13586317908,-3602.135863179021,linear regression
484,139000.00000000026,141331.71005474488,-2331.710054744617,linear regression
485,280749.9999999999,248040.55458467634,32709.445415323542,linear regression
486,63999.99999999997,80105.97216422475,-16105.972164224775,linear regression
487,156999.99999999994,190054.29589570244,-33054.2958957025,linear regression
488,93000.00000000007,96653.1813205026,-3653.1813205025246,linear regression
489,148499.99999999988,141055.6552458111,7444.344754188787,linear regression
490,165000.00000000015,153684.81440954935,11315.185590450797,linear regression
491,107000.00000000003,116037.15060076746,-9037.150600767432,linear regression
492,143500.0000000001,141879.92923278257,1620.0707672175195,linear regression
493,109000.0,97430.57162301586,11569.428376984142,linear regression
494,191000.00000000015,189812.97658595545,1187.0234140446992,linear regression
495,291000.00000000006,270760.33551467827,20239.664485321788,linear regression
496,147000.00000000015,153962.36895378993,-6962.368953789788,linear regression
497,215000.0,218571.2844031384,-3571.2844031383866,linear regression
498,609999.9999999993,663302.569323142,-53302.56932314264,linear regression
499,138399.99999999977,125768.45276433276,12631.547235667007,linear regression
500,118999.99999999993,138801.26310642928,-19801.263106429353,linear regression
501,215000.0,230660.9319033653,-15660.931903365301,linear regression
502,217999.99999999988,193700.6013398826,24299.398660117295,linear regression
503,125999.9999999997,118574.44832295306,7425.551677046635,linear regression
504,217999.99999999988,239178.26157771007,-21178.26157771019,linear regression
505,438779.999999999,465532.61518623395,-26752.615186234936,linear regression
506,80000.0,72240.6945314649,7759.305468535094,linear regression
507,349999.9999999997,325709.7128498987,24290.287150101038,linear regression
508,127999.99999999997,130438.93225318019,-2438.9322531802172,linear regression
509,280000.0,309429.52823214186,-29429.528232141864,linear regression
510,170000.00000000012,166325.8040059342,3674.195994065929,linear regression
511,129900.00000000012,113205.83092804116,16694.169071958953,linear regression
512,108000.00000000001,107259.42722897735,740.5727710226638,linear regression
513,151000.00000000006,156930.12998823146,-5930.129988231405,linear regression
514,63999.99999999997,80816.5907244872,-16816.590724487236,linear regression
515,126999.99999999991,130199.74710114446,-3199.747101144545,linear regression
516,130000.00000000032,141037.6406511546,-11037.640651154274,linear regression
517,99600.0,104758.46981447884,-5158.469814478842,linear regression
518,227000.0,237795.75753754488,-10795.75753754488,linear regression
519,179900.00000000038,162970.0713631538,16929.92863684657,linear regression
520,218999.99999999988,231997.89930860407,-12997.899308604188,linear regression
521,206579.99999999983,220252.75459920405,-13672.754599204229,linear regression
522,267915.9999999998,288264.6228736194,-20348.622873619548,linear regression
523,264131.99999999977,253250.1870513768,10881.812948622974,linear regression
524,372397.0000000002,354944.1217959252,17452.87820407498,linear regression
525,149899.99999999974,154018.6738489864,-4118.673848986655,linear regression
526,164500.0000000004,155658.25285849752,8841.747141502885,linear regression
527,162999.9999999996,144661.11970496862,18338.880295030976,linear regression
528,59000.00000000007,67010.06642302645,-8010.066423026379,linear regression
529,89499.99999999987,97635.2988106688,-8135.29881066893,linear regression
530,167999.9999999999,150504.31920094707,17495.680799052847,linear regression
531,320000.0000000006,300711.3337988887,19288.66620111186,linear regression
532,415000.0000000008,396288.13393351855,18711.866066482267,linear regression
533,184000.00000000015,177571.98630579567,6428.013694204477,linear regression
534,136500.0000000003,157374.93049033504,-20874.93049033475,linear regression
535,141500.0000000001,131447.59034971098,10052.409650289104,linear regression
536,130499.99999999996,126930.8576286377,3569.14237136225,linear regression
537,128500.00000000026,134671.19313924052,-6171.193139240262,linear regression
538,342643.0000000001,372563.7985948809,-29920.79859488079,linear regression
539,116900.00000000004,120362.62459769312,-3462.6245976930804,linear regression
540,95000.00000000001,104634.54398259374,-9634.543982593721,linear regression
541,180400.0,160521.62320864265,19878.376791357354,linear regression
542,135000.0000000002,137505.57418870038,-2505.5741887001786,linear regression
543,484999.99999999965,466507.11179412354,18492.88820587611,linear regression
544,55000.00000000004,51032.35228014774,3967.647719852299,linear regression
545,140999.99999999968,137290.3024981263,3709.697501873394,linear regression
546,68103.99999999983,59689.26617405621,8414.733825943615,linear regression
547,755000.0000000005,848120.9569606873,-93120.95696068683,linear regression
548,147500.00000000023,155324.867901815,-7824.867901814781,linear regression
549,287090.0000000004,254510.2238346011,32579.776165399293,linear regression
550,125899.99999999994,131092.27062015983,-5192.270620159892,linear regression
551,128500.00000000026,114779.97519128527,13720.024808714996,linear regression
552,139999.9999999999,145086.4293745498,-5086.429374549887,linear regression
553,156000.00000000026,142135.52835164138,13864.471648358885,linear regression
554,229456.00000000003,248054.02094340013,-18598.0209434001,linear regression
555,131000.0000000002,131079.5939076262,-79.59390762599651,linear regression
556,292500.0000000005,297685.75740245683,-5185.757402456307,linear regression
557,112500.00000000004,106682.40273228483,5817.597267715217,linear regression
558,412500.0000000008,416171.19697007246,-3671.1969700716436,linear regression
559,134899.99999999988,141431.99509665373,-6531.995096653845,linear regression
560,250000.00000000023,243028.24121417754,6971.758785822691,linear regression
561,179900.00000000038,194917.63560301164,-15017.635603011266,linear regression
562,212108.99999999994,180493.8256187116,31615.17438128835,linear regression
563,83000.0,83879.2060199897,-879.206019989695,linear regression
564,181316.00000000038,174276.61242397633,7039.387576024048,linear regression
565,179900.00000000038,187945.2742913485,-8045.27429134812,linear regression
566,259999.9999999998,268588.736758457,-8588.736758457177,linear regression
567,150000.00000000006,159353.30271860355,-9353.302718603489,linear regression
568,133500.00000000003,121745.60038370911,11754.399616290917,linear regression
569,169000.00000000012,151956.5075235898,17043.49247641032,linear regression
570,309000.00000000006,326251.3542111861,-17251.35421118606,linear regression
571,424870.0,384309.9249443224,40560.07505567762,linear regression
572,171999.99999999988,179580.06676697655,-7580.06676697667,linear regression
573,197900.0000000001,192902.92973719467,4997.070262805413,linear regression
574,145000.00000000012,121247.89420544983,23752.105794550283,linear regression
575,191999.99999999997,202839.70770801062,-10839.707708010654,linear regression
576,120000.00000000025,124530.65504431629,-4530.655044316038,linear regression
577,281999.99999999994,305412.0709403007,-23412.070940300764,linear regression
578,552000.0000000013,485824.8292762712,66175.17072373006,linear regression
579,172999.9999999999,197283.7645350923,-24283.7645350924,linear regression
580,139999.9999999999,142697.66023345257,-2697.660233452654,linear regression
581,405000.0000000001,408191.57754255726,-3191.5775425571483,linear regression
582,151999.99999999977,148114.65787192836,3885.34212807141,linear regression
583,255000.0000000001,257729.78585352676,-2729.7858535266714,linear regression
584,175000.00000000012,188819.17481628366,-13819.174816283543,linear regression
585,152999.99999999965,148547.1360934046,4452.863906595041,linear regression
