House_Index,Actual,Predicted,Residual,Model
430,200500.00000000026,170237.6864742134,30262.313525786856,Random Forest
431,221000.00000000006,225309.389467204,-4309.389467203931,Random Forest
432,155000.00000000012,159703.0677899765,-4703.067789976398,Random Forest
433,129850.00000000003,127610.92381216565,2239.0761878343765,Random Forest
434,100999.99999999984,100933.757156854,66.24284314583929,Random Forest
435,143000.00000000035,151778.33798799434,-8778.33798799399,Random Forest
436,145000.00000000012,143377.77006791352,1622.2299320866005,Random Forest
437,100000.00000000004,107137.64982458373,-7137.649824583685,Random Forest
438,59999.99999999991,117260.67327631415,-57260.673276314235,Random Forest
439,582932.9999999995,424083.5391625649,158849.46083743463,Random Forest
440,133999.9999999999,134527.28914065674,-527.2891406568233,Random Forest
441,143750.0000000001,135532.5755830727,8217.424416927388,Random Forest
442,129499.99999999983,157205.26793714435,-27705.267937144527,Random Forest
443,139000.00000000026,128544.77053423929,10455.229465760975,Random Forest
444,154300.00000000023,159281.71165164508,-4981.711651644844,Random Forest
445,235500.00000000017,222464.36004665104,13035.639953349135,Random Forest
446,155000.00000000012,140721.04557999462,14278.954420005495,Random Forest
447,271899.9999999998,268123.7544979706,3776.2455020291964,Random Forest
448,372499.9999999998,313425.5056971292,59074.49430287065,Random Forest
449,129799.99999999993,114803.64931849885,14996.350681501077,Random Forest
450,134432.00000000003,112562.23627942479,21869.76372057524,Random Forest
451,259499.99999999985,184817.9503547399,74682.04964525995,Random Forest
452,97500.0,105643.22371054225,-8143.223710542254,Random Forest
453,200624.0000000001,179670.5335460861,20953.466453913978,Random Forest
454,129499.99999999983,131799.05418185247,-2299.05418185264,Random Forest
455,194500.0,194890.87991590553,-390.8799159055343,Random Forest
456,382500.00000000006,398509.8274321547,-16009.82743215462,Random Forest
457,390000.00000000105,441514.2979068955,-51514.29790689447,Random Forest
458,94550.00000000001,99454.48411913244,-4904.484119132423,Random Forest
459,143500.0000000001,150065.2958381446,-6565.2958381445205,Random Forest
460,170000.00000000012,163284.72418939878,6715.275810601335,Random Forest
461,380999.9999999991,307778.2898502769,73221.71014972223,Random Forest
462,107500.00000000003,99559.79570133924,7940.204298660785,Random Forest
463,118500.00000000009,124182.28455158125,-5682.284551581164,Random Forest
464,168500.0,163057.15547230662,5442.844527693378,Random Forest
465,153999.99999999988,144320.78007013816,9679.21992986172,Random Forest
466,135000.0000000002,137966.63197430497,-2966.6319743047643,Random Forest
467,187500.0,222963.89087143895,-35463.890871438954,Random Forest
468,147000.00000000015,147910.13240695474,-910.1324069545954,Random Forest
469,446261.00000000093,403168.8674519607,43092.132548040245,Random Forest
470,63000.00000000006,99212.63901384456,-36212.6390138445,Random Forest
471,275000.0000000002,252561.5440371947,22438.455962805485,Random Forest
472,250763.99999999988,194462.52735454694,56301.472645452945,Random Forest
473,189999.9999999999,214646.76558315314,-24646.765583153232,Random Forest
474,224499.99999999985,215782.31385079032,8717.686149209534,Random Forest
475,188000.00000000012,230083.51071886957,-42083.51071886945,Random Forest
476,119500.00000000029,117815.83121917272,1684.1687808275747,Random Forest
477,181000.00000000006,205967.32307049967,-24967.32307049961,Random Forest
478,130499.99999999996,177021.89082367095,-46521.890823671,Random Forest
479,73000.00000000003,82409.03268516288,-9409.032685162849,Random Forest
480,86999.99999999994,84628.57382775542,2371.4261722445226,Random Forest
481,167000.0000000001,175831.0626606623,-8831.062660662225,Random Forest
482,112999.99999999993,112622.67621507819,377.3237849217403,Random Forest
483,85500.00000000006,84858.81464528292,641.185354717134,Random Forest
484,139000.00000000026,135035.27772367047,3964.7222763297905,Random Forest
485,280749.9999999999,261765.37502859812,18984.62497140176,Random Forest
486,63999.99999999997,67946.33305018954,-3946.333050189569,Random Forest
487,156999.99999999994,147781.91547990762,9218.084520092321,Random Forest
488,93000.00000000007,113080.31260279621,-20080.31260279614,Random Forest
489,148499.99999999988,145383.76757589236,3116.2324241075257,Random Forest
490,165000.00000000015,151869.9722762831,13130.027723717038,Random Forest
491,107000.00000000003,121473.10153650068,-14473.101536500646,Random Forest
492,143500.0000000001,134190.64618884725,9309.353811152832,Random Forest
493,109000.0,99172.49320596394,9827.50679403606,Random Forest
494,191000.00000000015,191402.11657197156,-402.11657197141903,Random Forest
495,291000.00000000006,263767.3257855968,27232.67421440326,Random Forest
496,147000.00000000015,147211.15752439722,-211.15752439707285,Random Forest
497,215000.0,210827.66626297883,4172.333737021167,Random Forest
498,609999.9999999993,479883.69129536016,130116.30870463914,Random Forest
499,138399.99999999977,141994.5088458564,-3594.508845856646,Random Forest
500,118999.99999999993,142859.7555561125,-23859.755556112577,Random Forest
501,215000.0,255134.23405841846,-40134.23405841846,Random Forest
502,217999.99999999988,175798.0970446723,42201.90295532759,Random Forest
503,125999.9999999997,115095.52517996704,10904.474820032658,Random Forest
504,217999.99999999988,212585.85902570645,5414.140974293434,Random Forest
505,438779.999999999,371051.97373650305,67728.02626349597,Random Forest
506,80000.0,71282.2314523795,8717.768547620493,Random Forest
507,349999.9999999997,338181.2262196157,11818.773780383985,Random Forest
508,127999.99999999997,136954.52982125492,-8954.529821254953,Random Forest
509,280000.0,300304.0344426234,-20304.03444262338,Random Forest
510,170000.00000000012,152443.0927169971,17556.907283003005,Random Forest
511,129900.00000000012,125819.2893183409,4080.710681659213,Random Forest
512,108000.00000000001,108142.73358432172,-142.73358432170062,Random Forest
513,151000.00000000006,150125.615553447,874.384446553071,Random Forest
514,63999.99999999997,98539.1246892288,-34539.12468922883,Random Forest
515,126999.99999999991,118942.46664475286,8057.533355247055,Random Forest
516,130000.00000000032,139748.69906034818,-9748.699060347863,Random Forest
517,99600.0,121618.4802432314,-22018.480243231403,Random Forest
518,227000.0,226679.80904803323,320.1909519667679,Random Forest
519,179900.00000000038,168369.85570860287,11530.144291397504,Random Forest
520,218999.99999999988,233577.38840337947,-14577.388403379591,Random Forest
521,206579.99999999983,222619.90214103836,-16039.902141038532,Random Forest
522,267915.9999999998,288115.5641998429,-20199.564199843095,Random Forest
523,264131.99999999977,254368.96268299376,9763.037317006005,Random Forest
524,372397.0000000002,341329.7688858724,31067.23111412779,Random Forest
525,149899.99999999974,148334.48071727937,1565.5192827203718,Random Forest
526,164500.0000000004,152166.4309830429,12333.56901695751,Random Forest
527,162999.9999999996,158331.36330165667,4668.636698342918,Random Forest
528,59000.00000000007,51633.01786412541,7366.982135874663,Random Forest
529,89499.99999999987,94552.06932656573,-5052.069326565863,Random Forest
530,167999.9999999999,164768.62954459956,3231.370455400349,Random Forest
531,320000.0000000006,285457.15986829746,34542.840131703124,Random Forest
532,415000.0000000008,379697.7394886614,35302.26051133941,Random Forest
533,184000.00000000015,170286.59576977594,13713.404230224201,Random Forest
534,136500.0000000003,154730.8877797613,-18230.88777976102,Random Forest
535,141500.0000000001,117962.4808314774,23537.51916852269,Random Forest
536,130499.99999999996,125663.01287198871,4836.987128011242,Random Forest
537,128500.00000000026,129501.98216288493,-1001.9821628846694,Random Forest
538,342643.0000000001,377317.70734092937,-34674.70734092925,Random Forest
539,116900.00000000004,128797.31502546498,-11897.315025464937,Random Forest
540,95000.00000000001,105183.78291822114,-10183.782918221128,Random Forest
541,180400.0,176956.9940861989,3443.005913801113,Random Forest
542,135000.0000000002,139870.6660861447,-4870.666086144483,Random Forest
543,484999.99999999965,461092.15303949174,23907.846960507915,Random Forest
544,55000.00000000004,35227.98668623466,19772.013313765376,Random Forest
545,140999.99999999968,140304.27473824818,695.7252617515041,Random Forest
546,68103.99999999983,64684.11140279971,3419.8885972001153,Random Forest
547,755000.0000000005,570597.9945302528,184402.0054697477,Random Forest
548,147500.00000000023,119794.23381914436,27705.766180855877,Random Forest
549,287090.0000000004,255258.69037780407,31831.309622196335,Random Forest
550,125899.99999999994,127503.58413136195,-1603.584131362004,Random Forest
551,128500.00000000026,121329.96521451711,7170.034785483149,Random Forest
552,139999.9999999999,145816.98901430782,-5816.98901430791,Random Forest
553,156000.00000000026,141635.9193009953,14364.08069900496,Random Forest
554,229456.00000000003,233559.6948450085,-4103.69484500846,Random Forest
555,131000.0000000002,135068.87175753654,-4068.8717575363407,Random Forest
556,292500.0000000005,256665.06448852117,35834.93551147936,Random Forest
557,112500.00000000004,118368.05059413843,-5868.050594138389,Random Forest
558,412500.0000000008,402089.6689201254,10410.33107987541,Random Forest
559,134899.99999999988,141683.96515099326,-6783.965150993376,Random Forest
560,250000.00000000023,248313.5736477515,1686.4263522487308,Random Forest
561,179900.00000000038,200406.97713423654,-20506.977134236164,Random Forest
562,212108.99999999994,167120.18698620994,44988.81301379,Random Forest
563,83000.0,92119.58042963354,-9119.580429633541,Random Forest
564,181316.00000000038,178592.5849510728,2723.4150489275926,Random Forest
565,179900.00000000038,208132.75071713165,-28232.750717131275,Random Forest
566,259999.9999999998,277160.5499357096,-17160.54993570983,Random Forest
567,150000.00000000006,139485.04724171036,10514.952758289699,Random Forest
568,133500.00000000003,115720.97730247077,17779.02269752926,Random Forest
569,169000.00000000012,172761.3791567262,-3761.3791567260923,Random Forest
570,309000.00000000006,324452.59280933236,-15452.592809332302,Random Forest
571,424870.0,330299.9413165475,94570.05868345249,Random Forest
572,171999.99999999988,165753.79134645557,6246.208653544309,Random Forest
573,197900.0000000001,205332.93137840377,-7432.9313784036785,Random Forest
574,145000.00000000012,162378.33372281273,-17378.33372281262,Random Forest
575,191999.99999999997,204802.94650154727,-12802.946501547296,Random Forest
576,120000.00000000025,117399.61502916718,2600.384970833067,Random Forest
577,281999.99999999994,311385.3688158827,-29385.36881588277,Random Forest
578,552000.0000000013,468699.4433418503,83300.55665815098,Random Forest
579,172999.9999999999,189715.00555510054,-16715.005555100623,Random Forest
580,139999.9999999999,141949.0595123857,-1949.0595123857784,Random Forest
581,405000.0000000001,406659.6586387347,-1659.6586387346033,Random Forest
582,151999.99999999977,140265.42580569565,11734.574194304121,Random Forest
583,255000.0000000001,261049.809523265,-6049.809523264907,Random Forest
584,175000.00000000012,181106.36412130404,-6106.364121303923,Random Forest
585,152999.99999999965,140913.34856668446,12086.651433315186,Random Forest
